class,uniprot_id,name
positive,A0A6N2U490,A0A6N2U490_9BACE Thermostable beta-glucosidase B OS=Bacteroides caccae OX=47678 GN=bglB PE=3 SV=1
negative,A0A9R1Q318,A0A9R1Q318_TRITD 4-hydroxy-7-methoxy-3-oxo-3-4-dihydro-2H-1-4-benzoxazin-2-yl glucosidebeta-D-glucosidase OS=Triticum turgidum subsp. durum OX=4567 GN=TRITD_2Bv1G258480 PE=3 SV=1
positive,A0A3S4Z6P0,A0A3S4Z6P0_ACTVI Thermostable beta-glucosidase B OS=Actinomyces viscosus OX=1656 GN=bglB PE=3 SV=1
negative,A0A2H3FX88,A0A2H3FX88_FUSOX beta-glucosidase OS=Fusarium oxysporum f. sp. radicis-cucumerinum OX=327505 GN=AU210_015178 PE=3 SV=1
positive,A0AAN1LVS8,A0AAN1LVS8_9ACTN Thermostable beta-glucosidase B OS=Streptomyces sp. M56 OX=1495638 GN=bglB_2 PE=4 SV=1
negative,A0A8H7NF08,A0A8H7NF08_BIOOC beta-glucosidase OS=Bionectria ochroleuca OX=29856 GN=IM811_010173 PE=3 SV=1
positive,A0A2A5X517,A0A2A5X517_9BACT beta-glucosidase OS=Rhodothermaeota bacterium MED-G18 OX=1986239 GN=CNE34_05135 PE=4 SV=1
negative,A0A4S8QNF2,A0A4S8QNF2_9HELO Probable alpha/beta-glucosidase agdC OS=Botrytis galanthina OX=278940 GN=BGAL_0598g00040 PE=3 SV=1
positive,A0A6N3H2Y9,A0A6N3H2Y9_9FIRM Thermostable beta-glucosidase B OS=Roseburia intestinalis OX=166486 GN=bglB_7 PE=3 SV=1
negative,W7N6I4,W7N6I4_GIBM7 Alpha-glucosidase OS=Gibberella moniliformis (strain M3125 / FGSC 7600) OX=334819 GN=FVEG_13659 PE=3 SV=1
positive,A0A564VXZ4,A0A564VXZ4_9BIFI Thermostable beta-glucosidase B OS=Bifidobacterium catenulatum OX=1686 GN=bglB_3 PE=3 SV=1
negative,A0A7Y7H5U5,A0A7Y7H5U5_9SPHI beta-glucosidase OS=Mucilaginibacter sp. SG538B OX=2587021 GN=FHW88_003262 PE=4 SV=1
positive,D0MG00,D0MG00_RHOM4 beta-glucosidase OS=Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) OX=518766 GN=Rmar_2616 PE=3 SV=1
negative,A0A935TH15,A0A935TH15_9BACT beta-glucosidase OS=Ignavibacteriota bacterium OX=2026749 GN=IPK06_07585 PE=3 SV=1
positive,A0A160U102,A0A160U102_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Hyp1900 PE=4 SV=1
negative,J5K2T1,J5K2T1_BEAB2 beta-glucosidase OS=Beauveria bassiana (strain ARSEF 2860) OX=655819 GN=BBA_02403 PE=3 SV=1
positive,G2R545,G2R545_THETT beta-glucosidase OS=Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) OX=578455 GN=THITE_2113984 PE=3 SV=1
negative,Q7Z9M5,Q7Z9M5_HYPJE beta-glucosidase OS=Hypocrea jecorina OX=51453 GN=cel3b PE=2 SV=1
positive,A0A4V6KUW8,A0A4V6KUW8_SERFO Thermostable beta-glucosidase B OS=Serratia fonticola OX=47917 GN=bglB_4 PE=3 SV=1
negative,A0A2N2C3G5,A0A2N2C3G5_9FIRM beta-glucosidase OS=Firmicutes bacterium HGW-Firmicutes-20 OX=2013782 GN=CVU96_01160 PE=3 SV=1
positive,D6YBP8,D6YBP8_THEBD Beta-glucosidase OS=Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51) OX=469371 GN=Tbis_1896 PE=3 SV=1
negative,A0A165Z4Z7,A0A165Z4Z7_9AGAM beta-glucosidase OS=Sistotremastrum suecicum HHB10207 ss-3 OX=1314776 GN=SISSUDRAFT_992461 PE=3 SV=1
positive,A0A7J5UUU7,A0A7J5UUU7_9MICO beta-glucosidase OS=Georgenia thermotolerans OX=527326 GN=GB883_00805 PE=3 SV=1
negative,A0A2S9A9V8,A0A2S9A9V8_9MICO beta-glucosidase OS=Microbacterium sp. MYb72 OX=1848693 GN=CQ047_07470 PE=4 SV=1
positive,A0A6N3I559,A0A6N3I559_9FIRM Thermostable beta-glucosidase B OS=Hungatella hathewayi OX=154046 GN=bglB_2 PE=3 SV=1
negative,A0A371EWP0,A0A371EWP0_MUCPR beta-glucosidase (Fragment) OS=Mucuna pruriens OX=157652 GN=CR513_50284 PE=4 SV=1
positive,B7IGM4,B7IGM4_THEAB Beta-galactosidase OS=Thermosipho africanus (strain TCF52B) OX=484019 GN=THA_775 PE=3 SV=1
negative,A0A0D6R0L4,A0A0D6R0L4_ARACU beta-glucosidase OS=Araucaria cunninghamii OX=56994 PE=3 SV=1
positive,A0A328VBC4,A0A328VBC4_9CHLR Beta-glucosidase OS=Thermogemmatispora tikiterensis OX=1825093 GN=A4R35_05520 PE=3 SV=1
negative,A0A2I7SJZ9,A0A2I7SJZ9_9FLAO beta-glucosidase OS=Tamlana carrageenivorans OX=2069432 GN=C1A40_12525 PE=4 SV=1
positive,R4Z6M6,R4Z6M6_9ACTN Putative Thermostable beta-glucosidase B OS=Candidatus Microthrix parvicella RN1 OX=1229780 GN=BN381_780005 PE=3 SV=1
negative,A0A2D8VUE0,A0A2D8VUE0_UNCNB beta-glucosidase OS=Neomarinimicrobiota bacterium OX=2026760 GN=CMF88_05590 PE=3 SV=1
positive,A0A543J4D8,A0A543J4D8_9ACTN beta-glucosidase OS=Thermopolyspora flexuosa OX=103836 GN=FHX40_4452 PE=3 SV=1
negative,A0A161LH92,A0A161LH92_9ACTN Beta-glucosidase OS=Planomonospora sphaerica OX=161355 GN=PS9374_00157 PE=3 SV=1
positive,A0A1Y5S3X9,A0A1Y5S3X9_9RHOB Thermostable beta-glucosidase B OS=Pacificibacter marinus OX=658057 GN=bglB PE=4 SV=1
negative,A0A384JT83,A0A384JT83_BOTFB Probable beta-glucosidase E OS=Botryotinia fuckeliana (strain B05.10) OX=332648 GN=BCIN_09g04850 PE=3 SV=1
positive,A0A455T3M4,A0A455T3M4_9CHLR Beta-glucosidase OS=Thermogemmatispora argillosa OX=2045280 GN=KTA_34220 PE=3 SV=1
negative,A0A3E2HGI1,A0A3E2HGI1_SCYLI beta-glucosidase (Fragment) OS=Scytalidium lignicola OX=5539 GN=B7463_g3862 PE=3 SV=1
positive,A0A3S9WE68,A0A3S9WE68_9MICO Thermostable beta-glucosidase B OS=Microbacterium lemovicicum OX=1072463 GN=bglB_2 PE=3 SV=1
negative,A0A752G819,A0A752G819_SALMC beta-glucosidase OS=Salmonella moscow OX=28146 GN=bglX PE=3 SV=1
positive,A0A7C3MJN7,A0A7C3MJN7_DICTH Glycoside hydrolase family 1 protein OS=Dictyoglomus thermophilum OX=14 GN=ENW00_07520 PE=3 SV=1
negative,A0A7S4MSF6,A0A7S4MSF6_9EUKA beta-glucosidase (Fragment) OS=Prymnesium polylepis OX=72548 GN=CPOL0286_LOCUS12845 PE=3 SV=1
positive,A0A0P0GKR7,A0A0P0GKR7_9BACE Thermostable beta-glucosidase B OS=Bacteroides cellulosilyticus OX=246787 GN=bglB_3 PE=3 SV=1
negative,A0A5C5WBC4,A0A5C5WBC4_9BACT beta-glucosidase OS=Botrimarina hoheduenensis OX=2528000 GN=bglX_1 PE=4 SV=1
positive,A0A2X0QX07,A0A2X0QX07_BROTH beta-glucosidase OS=Brochothrix thermosphacta OX=2756 GN=BTBSAS_30006 PE=3 SV=1
negative,A0A2X4W5U3,A0A2X4W5U3_LEDLE Beta-glucosidase OS=Lederbergia lenta OX=1467 GN=bglH PE=3 SV=1
positive,B8D1U9,B8D1U9_HALOH beta-glucosidase OS=Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562) OX=373903 GN=Hore_04180 PE=3 SV=1
negative,A0A5D9A0E6,A0A5D9A0E6_9FLAO beta-glucosidase OS=Chryseobacterium panacisoli OX=1807141 GN=bglX PE=3 SV=1
positive,A0A117L2T0,A0A117L2T0_9THEM Beta-glucosidase OS=Thermotoga petrophila OX=93929 GN=XD57_0932 PE=3 SV=1
negative,A0A1Q8RRL0,A0A1Q8RRL0_9PEZI beta-glucosidase OS=Colletotrichum chlorophyti OX=708187 GN=CCHL11_04663 PE=3 SV=1
positive,A0A662G073,A0A662G073_9CREN beta-glucosidase (Fragment) OS=Thermoprotei archaeon OX=2250277 GN=DRN53_03380 PE=3 SV=1
negative,A0A841F4I6,A0A841F4I6_9BACL Beta-glucosidase OS=Paenibacillus sp. JGP012 OX=2735914 GN=HNR77_000922 PE=3 SV=1
positive,A0A6N3FE91,A0A6N3FE91_9FIRM Thermostable beta-glucosidase B OS=Roseburia intestinalis OX=166486 GN=bglB_2 PE=3 SV=1
negative,A0A835AUF4,A0A835AUF4_9POAL beta-glucosidase OS=Digitaria exilis OX=1010633 GN=HU200_049785 PE=3 SV=1
positive,A0A090ZBD1,A0A090ZBD1_PAEMA Thermostable beta-glucosidase B OS=Paenibacillus macerans OX=44252 GN=bglB PE=3 SV=1
negative,A0A2D7VPG8,A0A2D7VPG8_9FLAO beta-glucosidase (Fragment) OS=Flavobacteriaceae bacterium OX=1871037 GN=CMC15_00150 PE=4 SV=1
positive,G2Q7T7,G2Q7T7_THET4 beta-glucosidase OS=Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) OX=573729 GN=MYCTH_2302509 PE=3 SV=1
negative,A0A2T9Y1Y1,A0A2T9Y1Y1_9FUNG Probable alpha/beta-glucosidase agdC OS=Smittium simulii OX=133385 GN=BB561_006744 PE=3 SV=1
positive,A0A3D3UZL2,A0A3D3UZL2_9THEM Beta-galactosidase OS=Pseudothermotoga sp OX=2033661 GN=DIT29_02135 PE=3 SV=1
negative,A0A8H3UYS9,A0A8H3UYS9_VENIN beta-glucosidase OS=Venturia inaequalis OX=5025 GN=EG327_005385 PE=3 SV=1
positive,A0A1C6FP15,A0A1C6FP15_9FIRM Thermostable beta-glucosidase B OS=uncultured Flavonifractor sp OX=1193534 GN=bglB_10 PE=3 SV=1
negative,A0A7Z9C9E9,A0A7Z9C9E9_9ACTO beta-glucosidase OS=Actinobaculum suis OX=1657 GN=bglB_1 PE=3 SV=1
positive,A0A2W4L2F7,A0A2W4L2F7_9PSEU beta-glucosidase (Fragment) OS=Thermocrispum agreste OX=37925 GN=DIU77_16990 PE=4 SV=1
negative,A0A084T2J9,A0A084T2J9_9VIBR beta-glucosidase OS=Vibrio sp. ER1A OX=1517681 GN=HW45_28610 PE=3 SV=1
positive,A0A832M0S6,A0A832M0S6_9CREN beta-glucosidase (Fragment) OS=Thermofilum sp OX=1961369 GN=ENV13_04600 PE=3 SV=1
negative,A0A120MY82,A0A120MY82_9SPHI beta-glucosidase OS=Mucilaginibacter gotjawali OX=1550579 GN=bglX_2 PE=4 SV=1
positive,A0A2N5RPG8,A0A2N5RPG8_9THEM Beta-glucosidase OS=Thermotoga sp. KOL6 OX=126741 GN=AS005_03940 PE=3 SV=1
negative,A0A0D1K567,A0A0D1K567_9SPHN beta-glucosidase OS=Sphingomonas melonis OX=152682 GN=SR41_07000 PE=4 SV=1
positive,A0A160VJ28,A0A160VJ28_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Mmi20 PE=3 SV=1
negative,C3RDN5,C3RDN5_9BACT beta-glucosidase OS=Phocaeicola dorei 5_1_36/D4 OX=556260 GN=BSEG_03285 PE=3 SV=1
positive,A0A174PSY2,A0A174PSY2_9FIRM Thermostable beta-glucosidase B OS=Blautia obeum OX=40520 GN=bglB_1 PE=3 SV=1
negative,A0AAJ3U4C5,A0AAJ3U4C5_9MICO Beta-glucosidase OS=Microbacterium sp. LEMMJ01 OX=1978350 GN=B7W94_04445 PE=3 SV=1
positive,A0A1E3AF94,A0A1E3AF94_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_5 PE=3 SV=1
negative,A0A2Z4JAQ2,A0A2Z4JAQ2_9ACTN Beta-glucosidase OS=Streptomyces cadmiisoli OX=2184053 GN=DN051_04240 PE=3 SV=1
positive,A0A397GIG4,A0A397GIG4_ASPTH Probable beta-glucosidase btgE OS=Aspergillus thermomutatus OX=41047 GN=CDV56_105537 PE=4 SV=1
negative,A0A1H9T1J9,A0A1H9T1J9_9SPHN beta-glucosidase OS=Sphingobium sp. YR768 OX=1884365 GN=SAMN05518866_12442 PE=4 SV=1
positive,A0A564TED5,A0A564TED5_9FIRM Thermostable beta-glucosidase B OS=[Ruminococcus] torques OX=33039 GN=bglB_3 PE=3 SV=1
negative,A0A2S5CAR1,A0A2S5CAR1_9ENTR beta-glucosidase OS=Lelliottia sp. 7254-16 OX=2080842 GN=C3708_06985 PE=4 SV=1
positive,Q7M0Q7,Q7M0Q7_9THEM Beta-glucosidase (Fragment) OS=Thermotoga sp OX=28240 PE=1 SV=1
negative,A0AAD4LA29,A0AAD4LA29_9AGAM beta-glucosidase OS=Lactarius akahatsu OX=416441 GN=EDB92DRAFT_2105701 PE=3 SV=1
positive,A0A2U3DBV1,A0A2U3DBV1_SULT2 Beta-glucosidase OS=Sulfoacidibacillus thermotolerans OX=1765684 GN=BM613_01305 PE=3 SV=1
negative,A0A936XX75,A0A936XX75_9BACT beta-glucosidase OS=Chitinophagaceae bacterium OX=1869212 GN=bglX PE=3 SV=1
positive,A0A840NRW4,A0A840NRW4_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_001090 PE=3 SV=1
negative,A0A6L9MT35,A0A6L9MT35_9ALTE Beta-glucosidase OS=Alteromonas hispanica OX=315421 GN=GTW09_06445 PE=3 SV=1
positive,A0A370K0W0,A0A370K0W0_9DEIN Beta-glucosidase OS=Meiothermus sp. QL-1 OX=2058095 GN=DV704_00225 PE=3 SV=1
negative,V4PFT7,V4PFT7_9CAUL beta-glucosidase OS=Asticcacaulis sp. AC466 OX=1282362 GN=AEAC466_10485 PE=4 SV=1
positive,Q47PF5,Q47PF5_THEFY Beta-glucosidase OS=Thermobifida fusca (strain YX) OX=269800 GN=Tfu_1629 PE=3 SV=1
negative,A0A6P1F7A4,A0A6P1F7A4_9MICO beta-glucosidase OS=Rathayibacter sp. VKM Ac-2759 OX=2609252 GN=GSU68_02020 PE=4 SV=1
positive,A0A1V6BAK3,A0A1V6BAK3_9BACT Thermostable beta-glucosidase B OS=Tenericutes bacterium ADurb.Bin140 OX=1852919 GN=bglB PE=3 SV=1
negative,A0AAD6C7G6,A0AAD6C7G6_9EURO Probable beta-glucosidase H OS=Penicillium daleae OX=63821 GN=N7458_005143 PE=3 SV=1
positive,D6YBP6,D6YBP6_THEBD Beta-glucosidase OS=Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51) OX=469371 GN=Tbis_1894 PE=3 SV=1
negative,A0A1F0I4N6,A0A1F0I4N6_9BACE beta-glucosidase OS=Bacteroides sp. HMSC073E02 OX=1739517 GN=HMPREF3015_25820 PE=4 SV=1
positive,A0A448KB63,A0A448KB63_9ACTO Thermostable beta-glucosidase B OS=Actinomyces slackii OX=52774 GN=bglB_1 PE=3 SV=1
negative,A0A4R2PSR6,A0A4R2PSR6_9SPHN beta-glucosidase OS=Sphingomonas sp. BK235 OX=2512131 GN=EV292_101663 PE=4 SV=1
positive,A0A1C5YUQ2,A0A1C5YUQ2_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1
negative,A0A1S8B527,A0A1S8B527_9PEZI beta-glucosidase OS=Diplodia seriata OX=420778 GN=BK809_0006796 PE=3 SV=1
positive,A0A6N3FRK5,A0A6N3FRK5_9CLOT Thermostable beta-glucosidase B OS=Clostridium paraputrificum OX=29363 GN=bglB_1 PE=3 SV=1
negative,A0A2V1DHX0,A0A2V1DHX0_9PLEO beta-glucosidase OS=Periconia macrospinosa OX=97972 GN=DM02DRAFT_567344 PE=3 SV=1
positive,A0AA46DC53,A0AA46DC53_9BURK Beta-glucosidase OS=Caldimonas thermodepolymerans OX=215580 GN=EV676_10881 PE=3 SV=1
negative,A0A4Z1H858,A0A4Z1H858_9HELO beta-glucosidase OS=Botryotinia convoluta OX=54673 GN=BCON_0406g00030 PE=3 SV=1
positive,A0A0F6ALA9,A0A0F6ALA9_THESQ Beta-glucosidase OS=Thermotoga sp. (strain RQ2) OX=126740 GN=TRQ2_0969 PE=3 SV=1
negative,A0A060CFF1,A0A060CFF1_9MICO beta-glucosidase (Fragment) OS=uncultured Sanguibacter sp OX=435288 PE=4 SV=1
positive,A0A564TW83,A0A564TW83_9FIRM Thermostable beta-glucosidase B OS=[Ruminococcus] torques OX=33039 GN=bglB_7 PE=3 SV=1
negative,A0A9X1YD49,A0A9X1YD49_9BURK Beta-glucosidase OS=Scleromatobacter humisilvae OX=2897159 GN=LPC04_01310 PE=3 SV=1
positive,A0A3D6DAJ0,A0A3D6DAJ0_9BACT Beta-glucosidase OS=Thermotogota bacterium OX=2053689 GN=DHV12_00755 PE=3 SV=1
negative,A0A135LDF0,A0A135LDF0_PENPA beta-glucosidase OS=Penicillium patulum OX=5078 GN=PGRI_037370 PE=3 SV=1
positive,A0A7Z8YC77,A0A7Z8YC77_CAPOC Thermostable beta-glucosidase B OS=Capnocytophaga ochracea OX=1018 GN=bglB_1 PE=3 SV=1
negative,A0A438N291,A0A438N291_EXOME Probable beta-glucosidase G OS=Exophiala mesophila OX=212818 GN=B0A52_05685 PE=3 SV=1
positive,G4CZU8,G4CZU8_9ACTN Thermostable beta-glucosidase B OS=Cutibacterium avidum ATCC 25577 OX=997355 GN=bglB PE=3 SV=1
negative,A0A917X2T5,A0A917X2T5_9ACTN Beta-glucosidase OS=Micromonospora sonchi OX=1763543 GN=GCM10011608_48520 PE=3 SV=1
positive,A0A174VUG8,A0A174VUG8_9FIRM Thermostable beta-glucosidase B OS=Blautia obeum OX=40520 GN=bglB_6 PE=3 SV=1
negative,A0A7S9VQ87,A0A7S9VQ87_9SPHN beta-glucosidase OS=Sphingobium sp. Cam5-1 OX=2789327 GN=IZV00_10230 PE=3 SV=1
positive,A0AAP7R696,A0AAP7R696_CLOBE Thermostable beta-glucosidase B OS=Clostridium beijerinckii OX=1520 GN=bglB PE=4 SV=1
negative,A0A0W1F3L7,A0A0W1F3L7_9SPHN beta-glucosidase OS=Sphingopyxis sp. H038 OX=1759066 GN=ATE68_02730 PE=3 SV=1
positive,H8XVY6,H8XVY6_9EURO Beta-glucosidase OS=Paecilomyces sp. 'thermophila' OX=566408 PE=2 SV=1
negative,A0A9N9XYN4,A0A9N9XYN4_9HYPO beta-glucosidase OS=Clonostachys byssicola OX=160290 GN=CBYS24578_00010238 PE=3 SV=1
positive,A0A446BQE6,A0A446BQE6_9PEZI beta-glucosidase OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS7152 PE=3 SV=1
negative,A0A6G2BHD6,A0A6G2BHD6_9ACTN Beta-glucosidase OS=Streptomyces taklimakanensis OX=2569853 GN=F0L17_21800 PE=3 SV=1
positive,A0A1T3DKL8,A0A1T3DKL8_9FLAO Thermostable beta-glucosidase B OS=Elizabethkingia anophelis OX=1117645 GN=bglB_2 PE=3 SV=1
negative,A0A930TNL3,A0A930TNL3_9CYAN Glycoside hydrolase family 1 protein OS=Synechococcales cyanobacterium C42_A2020_086 OX=2774344 GN=IGS50_18910 PE=3 SV=1
positive,A0A1H1HW65,A0A1H1HW65_9ACTN Beta-glucosidase OS=Thermostaphylospora chromogena OX=35622 GN=SAMN04489764_4859 PE=3 SV=1
negative,A0A7W6MXU0,A0A7W6MXU0_9BACT beta-glucosidase OS=Butyricimonas faecihominis OX=1472416 GN=GGR14_001111 PE=3 SV=1
positive,A0A3S4TWC1,A0A3S4TWC1_9BACT Thermostable beta-glucosidase B OS=Segatella oris OX=28135 GN=bglB_1 PE=3 SV=1
negative,A0A9N8JXS0,A0A9N8JXS0_9PEZI beta-glucosidase OS=Aureobasidium vineae OX=2773715 GN=AWRI4619_LOCUS9430 PE=3 SV=1
positive,G0SEU4,G0SEU4_CHATD Probable beta-glucosidase btgE OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0059730 PE=4 SV=1
negative,A0A9P8G5Q0,A0A9P8G5Q0_9PEZI beta-glucosidase (Fragment) OS=Aureobasidium melanogenum OX=46634 GN=KCU98_g1533 PE=3 SV=1
positive,A0A4U8Q3Z6,A0A4U8Q3Z6_9FIRM Thermostable beta-glucosidase B OS=Robinsoniella peoriensis OX=180332 GN=bglB_4 PE=3 SV=1
negative,A0A536NX85,A0A536NX85_UNCCH Glycoside hydrolase family 1 protein OS=Chloroflexota bacterium OX=2026724 GN=E6H97_00580 PE=3 SV=1
positive,A0AAI8PQY2,A0AAI8PQY2_9ACTN Thermostable beta-glucosidase B OS=Streptomyces griseorubiginosus OX=67304 GN=bglB_2 PE=3 SV=1
negative,E2NGQ9,E2NGQ9_9BACE beta-glucosidase OS=Bacteroides cellulosilyticus DSM 14838 OX=537012 GN=BACCELL_03484 PE=3 SV=1
positive,A0A1V6J5H3,A0A1V6J5H3_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin013 OX=1852797 GN=bglB_1 PE=3 SV=1
negative,A0A4S9LQE5,A0A4S9LQE5_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6D01_02713 PE=3 SV=1
positive,A0A1V6AKU6,A0A1V6AKU6_9FIRM Thermostable beta-glucosidase B OS=Firmicutes bacterium ADurb.Bin146 OX=1852882 GN=bglB_2 PE=3 SV=1
negative,A0A7H8M8N4,A0A7H8M8N4_9ACTN Beta-glucosidase OS=Actinomadura sp. NAK00032 OX=2742128 GN=HUT06_34125 PE=3 SV=1
positive,A0A0A7RBQ4,A0A0A7RBQ4_9EURY Beta-galactosidase OS=Thermococcus pacificus OX=71998 GN=A3L08_06935 PE=3 SV=1
negative,A0A0Q5L579,A0A0Q5L579_9MICO Beta-glucosidase OS=Microbacterium sp. Leaf159 OX=1736279 GN=ASF80_06540 PE=3 SV=1
positive,A0A498PZP9,A0A498PZP9_9MYCO Thermostable beta-glucosidase B OS=Mycobacterium innocens OX=2341083 GN=bglB_2 PE=3 SV=1
negative,A0A519QIR2,A0A519QIR2_9CAUL beta-glucosidase (Fragment) OS=Brevundimonas sp OX=1871086 GN=EON88_00185 PE=4 SV=1
positive,A0A1H1HG45,A0A1H1HG45_9ACTN Beta-glucosidase OS=Thermostaphylospora chromogena OX=35622 GN=SAMN04489764_4403 PE=3 SV=1
negative,A0A074YPL0,A0A074YPL0_AURSE beta-glucosidase OS=Aureobasidium subglaciale (strain EXF-2481) OX=1043005 GN=AUEXF2481DRAFT_46755 PE=3 SV=1
positive,A0A0G4K5C2,A0A0G4K5C2_9SPIR Thermostable beta-glucosidase B OS=Brachyspira suanatina OX=381802 GN=bglB PE=3 SV=1
negative,A0A0U3PGM9,A0A0U3PGM9_9MICC beta-glucosidase OS=Pseudarthrobacter sulfonivorans OX=121292 GN=AU252_10135 PE=4 SV=1
positive,A0A1C5WQX7,A0A1C5WQX7_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB PE=3 SV=1
negative,A0A9W6WRB0,A0A9W6WRB0_9STRA beta-glucosidase OS=Phytophthora lilii OX=2077276 GN=Plil01_000354100 PE=4 SV=1
positive,A0A060CG77,A0A060CG77_9THEM beta-glucosidase (Fragment) OS=uncultured Thermotoga sp OX=388610 PE=4 SV=1
negative,A0A174CC36,A0A174CC36_BACUN beta-glucosidase OS=Bacteroides uniformis OX=820 GN=ERS417307_00949 PE=4 SV=1
positive,A0A564VBZ6,A0A564VBZ6_BIFBR Thermostable beta-glucosidase B OS=Bifidobacterium breve OX=1685 GN=bglB_2 PE=3 SV=1
negative,A0A7S1PL13,A0A7S1PL13_ALECA beta-glucosidase (Fragment) OS=Alexandrium catenella OX=2925 GN=ACAT0790_LOCUS1893 PE=3 SV=1
positive,A0A1C6LB54,A0A1C6LB54_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_9 PE=3 SV=1
negative,A0A3M7MZE0,A0A3M7MZE0_9EURO Probable beta-glucosidase btgE (Fragment) OS=Chaetothyriales sp. CBS 135597 OX=2249420 GN=DV738_g3167 PE=4 SV=1
positive,B5YC37,B5YC37_DICT6 beta-glucosidase OS=Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) OX=309799 GN=DICTH_0262 PE=3 SV=1
negative,A0A291P0L3,A0A291P0L3_STRSQ beta-glucosidase OS=Streptomyces sp OX=1931 PE=4 SV=1
positive,A0A3B0R4J6,A0A3B0R4J6_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MNBD_ALPHA02-1194 PE=4 SV=1
negative,A0A7S1CYE4,A0A7S1CYE4_CYCTE beta-glucosidase OS=Cyclophora tenuis OX=216820 GN=CTEN0397_LOCUS3464 PE=3 SV=1
positive,A0A1V5PMJ0,A0A1V5PMJ0_9CHLR Thermostable beta-glucosidase B OS=Chloroflexi bacterium ADurb.Bin360 OX=1852861 GN=bglB_2 PE=3 SV=1
negative,A0AAJ0DS83,A0AAJ0DS83_9PEZI beta-glucosidase OS=Extremus antarcticus OX=702011 GN=LTR09_003660 PE=3 SV=1
positive,A0A498PPK9,A0A498PPK9_9MYCO Thermostable beta-glucosidase B OS=Mycobacterium attenuatum OX=2341086 GN=bglB PE=3 SV=1
negative,A0A9K3E7A6,A0A9K3E7A6_HELAN beta-glucosidase OS=Helianthus annuus OX=4232 GN=HanXRQr2_Chr14g0624991 PE=4 SV=1
positive,A0A446B8N2,A0A446B8N2_9PEZI Probable beta-glucosidase btgE OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS1303 PE=4 SV=1
negative,A0A423X877,A0A423X877_9PEZI beta-glucosidase OS=Valsa malicola OX=356882 GN=VMCG_00692 PE=3 SV=1
positive,A0A174GVK5,A0A174GVK5_9FIRM Thermostable beta-glucosidase B OS=Blautia wexlerae OX=418240 GN=bglB_6 PE=3 SV=1
negative,A0A9K3ECE6,A0A9K3ECE6_HELAN beta-glucosidase OS=Helianthus annuus OX=4232 GN=HanXRQr2_Chr14g0657751 PE=4 SV=1
positive,G0SE64,G0SE64_CHATD beta-glucosidase OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0062590 PE=3 SV=1
negative,A0A9E3FHQ2,A0A9E3FHQ2_UNCAI beta-glucosidase OS=Acidobacteriota bacterium OX=1978231 GN=bglX PE=3 SV=1
positive,A0A174HAL6,A0A174HAL6_9FIRM Thermostable beta-glucosidase B OS=Fusicatenibacter saccharivorans OX=1150298 GN=bglB_8 PE=3 SV=1
negative,A0A4R8PWM2,A0A4R8PWM2_9PEZI beta-glucosidase OS=Colletotrichum spinosum OX=1347390 GN=bglK PE=3 SV=1
positive,A0A1V5HS22,A0A1V5HS22_9BACT Thermostable beta-glucosidase B OS=Tenericutes bacterium ADurb.BinA155 OX=1852922 GN=bglB PE=3 SV=1
negative,A0A2E9CM61,A0A2E9CM61_9SPHN beta-glucosidase OS=Sphingobium sp OX=1912891 GN=CMN64_10645 PE=4 SV=1
positive,A0A4U9VUY0,A0A4U9VUY0_SERFO Thermostable beta-glucosidase B OS=Serratia fonticola OX=47917 GN=bglB_3 PE=3 SV=1
negative,A0A5J4UY80,A0A5J4UY80_9EUKA beta-glucosidase OS=Streblomastix strix OX=222440 GN=EZS28_029167 PE=3 SV=1
